TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0.00,85224.00,0.00,0.00,0.00,10.00,0.00,7.00,147.00,7.00,0.00,3.00,6.00,22.00,"$29,886","$64,740",33.00,0.00,0.00,4.00,5.00,46.00%,66.00%,0.00,0.00,0.00,63.00%,0.00,0.00,27.00%
0.00,85240.00,0.00,0.00,0.00,3.00,0.00,2.00,80.00,16.00,0.00,0.00,1.00,4.00,"$2,353","$3,738",5.00,0.00,0.00,1.00,1.00,63.00%,67.00%,0.00,0.00,0.00,67.00%,0.00,0.00,25.00%
0.00,85296.00,1.00,1.00,0.00,2.00,1.00,3.00,265.00,6.00,0.00,5.00,11.00,26.00,"$90,819","$1,18,000",34.00,8.00,5.00,11.00,15.00,77.00%,70.00%,0.00,5.00,12.00,59.00%,6.00,5.00,42.00%
0.00,85304.00,1.00,0.00,1.00,2.00,4.00,0.00,267.00,51.00,0.00,0.00,0.00,8.00,"$7,136","$7,578",9.00,0.00,0.00,4.00,4.00,94.00%,89.00%,0.00,0.00,0.00,89.00%,0.00,0.00,0.00%
0.00,85389.00,0.00,0.00,0.00,11.00,1.00,4.00,158.00,1.00,1.00,5.00,7.00,12.00,"$16,443","$49,619",19.00,0.00,0.00,0.00,2.00,33.00%,70.00%,0.00,0.00,0.00,60.00%,0.00,0.00,58.00%
0.00,85395.00,0.00,0.00,0.00,0.00,,0.00,125.00,13.00,0.00,0.00,2.00,3.00,"$37,383","$46,230",12.00,0.00,0.00,2.00,2.00,81.00%,29.00%,3.00,0.00,0.00,18.00%,0.00,0.00,67.00%
0.00,85617.00,0.00,0.00,0.00,0.00,10.00,1.00,320.00,10.00,0.00,2.00,7.00,17.00,"$41,153","$52,467",23.00,2.00,1.00,10.00,12.00,78.00%,67.00%,0.00,1.00,2.00,63.00%,1.00,1.00,41.00%
0.00,85648.00,0.00,0.00,0.00,5.00,1.00,2.00,150.00,16.00,0.00,0.00,2.00,10.00,"$10,831","$18,866",13.00,1.00,0.00,2.00,5.00,57.00%,50.00%,3.00,0.00,4.00,63.00%,0.00,2.00,20.00%
0.00,85657.00,0.00,0.00,0.00,7.00,1.00,5.00,92.00,2.00,1.00,4.00,11.00,11.00,"$31,988","$38,690",16.00,0.00,0.00,5.00,7.00,83.00%,76.00%,0.00,0.00,1.00,65.00%,0.00,0.00,100.00%
0.00,85675.00,0.00,0.00,0.00,6.00,1.00,7.00,108.00,5.00,0.00,2.00,5.00,7.00,"$18,044","$24,777",11.00,2.00,1.00,2.00,5.00,73.00%,50.00%,0.00,1.00,3.00,44.00%,1.00,1.00,71.00%
0.00,85688.00,0.00,0.00,0.00,1.00,1.00,4.00,160.00,9.00,0.00,1.00,2.00,5.00,"$6,669","$7,689",9.00,1.00,0.00,4.00,4.00,87.00%,45.00%,0.00,0.00,3.00,45.00%,0.00,0.00,40.00%
0.00,85695.00,0.00,0.00,0.00,2.00,0.00,1.00,146.00,16.00,0.00,0.00,1.00,5.00,"$5,504","$10,745",2.00,6.00,3.00,3.00,3.00,51.00%,13.00%,0.00,5.00,6.00,63.00%,5.00,5.00,20.00%
0.00,85698.00,0.00,0.00,0.00,8.00,0.00,3.00,122.00,5.00,0.00,4.00,4.00,6.00,"$6,112","$12,500",7.00,0.00,0.00,0.00,2.00,49.00%,88.00%,0.00,0.00,0.00,75.00%,0.00,0.00,67.00%
0.00,85709.00,0.00,0.00,0.00,6.00,0.00,2.00,234.00,7.00,0.00,3.00,10.00,15.00,"$61,447","$99,037",21.00,2.00,0.00,6.00,9.00,62.00%,60.00%,0.00,0.00,2.00,50.00%,0.00,0.00,67.00%
0.00,85753.00,4.00,0.00,1.00,1.00,1.00,0.00,137.00,8.00,0.00,1.00,4.00,5.00,"$12,030","$23,406",10.00,3.00,0.00,2.00,2.00,51.00%,64.00%,0.00,0.00,3.00,36.00%,0.00,0.00,80.00%
0.00,85841.00,3.00,2.00,0.00,2.00,0.00,3.00,130.00,3.00,1.00,5.00,6.00,8.00,"$87,079","$1,00,618",28.00,1.00,0.00,6.00,6.00,87.00%,43.00%,0.00,1.00,2.00,27.00%,3.00,1.00,75.00%
0.00,85857.00,1.00,1.00,0.00,3.00,0.00,3.00,176.00,2.00,2.00,4.00,7.00,6.00,"$10,574","$11,962",12.00,0.00,0.00,4.00,5.00,88.00%,71.00%,0.00,0.00,2.00,43.00%,1.00,0.00,117.00%
0.00,85895.00,12.00,1.00,1.00,1.00,0.00,1.00,244.00,12.00,0.00,1.00,1.00,4.00,$604,"$3,745",7.00,3.00,1.00,1.00,1.00,16.00%,40.00%,0.00,1.00,4.00,40.00%,3.00,1.00,25.00%
0.00,86064.00,3.00,2.00,1.00,2.00,0.00,5.00,153.00,20.00,0.00,0.00,3.00,3.00,"$2,228","$2,520",8.00,0.00,0.00,1.00,1.00,88.00%,78.00%,0.00,0.00,0.00,33.00%,2.00,0.00,100.00%
0.00,86071.00,9.00,8.00,0.00,35.00,1.00,48.00,281.00,4.00,0.00,7.00,18.00,8.00,"$46,534","$56,196",16.00,1.00,0.00,5.00,7.00,83.00%,80.00%,0.00,0.00,1.00,40.00%,9.00,0.00,225.00%
0.00,86079.00,5.00,1.00,1.00,2.00,4.00,0.00,170.00,5.00,0.00,3.00,6.00,6.00,"$11,131","$12,520",9.00,0.00,0.00,3.00,3.00,89.00%,78.00%,0.00,0.00,0.00,67.00%,0.00,0.00,100.00%
0.00,86166.00,0.00,0.00,0.00,2.00,2.00,1.00,245.00,4.00,0.00,2.00,5.00,18.00,"$84,710","$1,10,350",33.00,0.00,0.00,8.00,9.00,77.00%,61.00%,0.00,0.00,0.00,50.00%,0.00,0.00,28.00%
0.00,86187.00,5.00,0.00,0.00,1.00,5.00,0.00,270.00,4.00,0.00,1.00,1.00,5.00,"$28,128","$41,691",8.00,1.00,0.00,1.00,1.00,67.00%,78.00%,0.00,0.00,2.00,56.00%,0.00,0.00,20.00%
0.00,86210.00,2.00,2.00,0.00,5.00,1.00,5.00,194.00,3.00,1.00,5.00,7.00,9.00,"$23,143","$25,313",25.00,0.00,0.00,6.00,6.00,91.00%,54.00%,0.00,0.00,2.00,32.00%,2.00,0.00,78.00%
0.00,86234.00,2.00,0.00,1.00,1.00,2.00,1.00,133.00,21.00,0.00,0.00,1.00,3.00,"$5,725","$4,566",4.00,6.00,3.00,3.00,3.00,125.00%,10.00%,0.00,3.00,7.00,30.00%,3.00,3.00,33.00%
0.00,86247.00,0.00,0.00,0.00,1.00,1.00,3.00,181.00,14.00,0.00,0.00,4.00,4.00,"$9,856","$12,865",16.00,1.00,0.00,2.00,2.00,77.00%,76.00%,0.00,0.00,11.00,24.00%,0.00,0.00,100.00%
0.00,86250.00,3.00,2.00,1.00,12.00,0.00,14.00,185.00,4.00,0.00,6.00,7.00,7.00,"$30,006","$34,933",14.00,12.00,1.00,4.00,4.00,86.00%,39.00%,0.00,1.00,13.00,25.00%,1.00,1.00,100.00%
0.00,86274.00,0.00,0.00,0.00,0.00,17.00,4.00,240.00,4.00,0.00,2.00,6.00,11.00,"$45,012","$62,879",32.00,0.00,0.00,2.00,4.00,72.00%,59.00%,2.00,0.00,5.00,32.00%,0.00,1.00,55.00%
0.00,86280.00,15.00,15.00,0.00,1.00,5.00,5.00,211.00,9.00,0.00,1.00,1.00,2.00,$0,$0,10.00,1.00,0.00,,,0.00%,27.00%,0.00,1.00,6.00,18.00%,12.00,1.00,50.00%
0.00,86318.00,0.00,0.00,0.00,3.00,1.00,14.00,205.00,3.00,1.00,1.00,8.00,6.00,"$60,803","$70,249",21.00,1.00,0.00,3.00,4.00,87.00%,30.00%,3.00,0.00,4.00,22.00%,0.00,0.00,133.00%
0.00,86326.00,0.00,0.00,0.00,0.00,,0.00,114.00,32.00,0.00,0.00,0.00,1.00,"$6,461","$18,242",2.00,0.00,0.00,0.00,0.00,35.00%,50.00%,0.00,0.00,0.00,50.00%,0.00,0.00,0.00%
0.00,86328.00,8.00,8.00,0.00,14.00,2.00,8.00,84.00,5.00,0.00,2.00,4.00,6.00,"$15,494","$18,448",17.00,0.00,0.00,2.00,2.00,84.00%,42.00%,2.00,1.00,2.00,32.00%,4.00,2.00,67.00%
0.00,86359.00,0.00,0.00,0.00,3.00,1.00,3.00,331.00,6.00,0.00,1.00,6.00,15.00,"$20,687","$34,293",18.00,2.00,0.00,6.00,7.00,60.00%,65.00%,3.00,2.00,3.00,75.00%,2.00,3.00,40.00%
0.00,86387.00,0.00,0.00,0.00,1.00,2.00,0.00,19.00,7.00,0.00,1.00,3.00,3.00,"$4,425","$9,498",3.00,0.00,0.00,0.00,1.00,47.00%,75.00%,0.00,0.00,0.00,75.00%,0.00,0.00,100.00%
0.00,86449.00,0.00,0.00,0.00,19.00,0.00,9.00,56.00,2.00,1.00,2.00,2.00,6.00,"$19,068","$22,925",6.00,0.00,0.00,3.00,4.00,83.00%,33.00%,2.00,0.00,1.00,67.00%,0.00,1.00,33.00%
0.00,86477.00,0.00,0.00,0.00,7.00,1.00,13.00,117.00,2.00,1.00,7.00,13.00,22.00,"$77,801","$88,192",48.00,0.00,0.00,15.00,16.00,88.00%,58.00%,0.00,0.00,0.00,42.00%,0.00,0.00,59.00%
0.00,86673.00,0.00,0.00,0.00,0.00,21.00,0.00,115.00,21.00,0.00,0.00,2.00,6.00,"$22,538","$44,053",18.00,0.00,0.00,0.00,2.00,51.00%,52.00%,0.00,0.00,0.00,29.00%,0.00,0.00,33.00%
0.00,86728.00,1.00,1.00,0.00,3.00,1.00,3.00,273.00,13.00,0.00,0.00,1.00,6.00,"$2,937","$4,020",12.00,3.00,1.00,2.00,4.00,73.00%,33.00%,2.00,1.00,4.00,33.00%,1.00,2.00,17.00%
0.00,87171.00,2.00,0.00,1.00,2.00,3.00,1.00,123.00,9.00,0.00,1.00,1.00,1.00,$361,$400,2.00,0.00,0.00,1.00,1.00,90.00%,100.00%,0.00,0.00,0.00,50.00%,0.00,0.00,100.00%
0.00,87327.00,2.00,0.00,0.00,9.00,2.00,8.00,119.00,11.00,0.00,1.00,1.00,2.00,"$9,570","$10,925",4.00,0.00,0.00,2.00,2.00,88.00%,75.00%,0.00,0.00,0.00,50.00%,0.00,0.00,50.00%
0.00,87340.00,0.00,0.00,0.00,3.00,6.00,2.00,146.00,3.00,1.00,1.00,3.00,3.00,"$6,885","$7,385",15.00,0.00,0.00,1.00,1.00,93.00%,56.00%,0.00,0.00,0.00,19.00%,0.00,0.00,100.00%
0.00,87380.00,1.00,1.00,0.00,1.00,2.00,0.00,257.00,49.00,0.00,0.00,0.00,9.00,"$13,502","$18,735",14.00,1.00,1.00,4.00,4.00,72.00%,33.00%,3.00,1.00,5.00,60.00%,1.00,4.00,0.00%
0.00,87426.00,1.00,0.00,1.00,3.00,1.00,10.00,97.00,3.00,1.00,7.00,13.00,8.00,"$26,342","$35,307",22.00,0.00,0.00,4.00,7.00,75.00%,67.00%,0.00,0.00,0.00,33.00%,0.00,0.00,163.00%
0.00,87431.00,1.00,1.00,0.00,3.00,1.00,4.00,269.00,1.00,1.00,7.00,16.00,20.00,"$54,256","$86,318",31.00,0.00,0.00,10.00,14.00,63.00%,68.00%,0.00,0.00,1.00,59.00%,1.00,0.00,80.00%
0.00,87449.00,0.00,0.00,0.00,14.00,1.00,21.00,254.00,4.00,0.00,6.00,8.00,9.00,"$8,083","$10,118",22.00,2.00,0.00,6.00,6.00,80.00%,32.00%,3.00,0.00,5.00,29.00%,0.00,2.00,89.00%
0.00,87496.00,1.00,0.00,0.00,4.00,1.00,5.00,98.00,6.00,0.00,3.00,3.00,3.00,"$49,835","$51,807",8.00,0.00,0.00,2.00,2.00,96.00%,33.00%,3.00,0.00,3.00,33.00%,0.00,1.00,100.00%
0.00,87555.00,2.00,0.00,0.00,2.00,2.00,8.00,265.00,24.00,0.00,0.00,1.00,3.00,"$13,039","$28,460",5.00,5.00,2.00,1.00,1.00,46.00%,9.00%,0.00,2.00,10.00,27.00%,2.00,2.00,33.00%
0.00,87590.00,3.00,2.00,1.00,3.00,0.00,2.00,127.00,5.00,0.00,2.00,3.00,3.00,"$3,298","$3,851",3.00,0.00,0.00,3.00,3.00,86.00%,75.00%,0.00,0.00,0.00,75.00%,2.00,0.00,100.00%
0.00,87789.00,3.00,2.00,0.00,0.00,18.00,2.00,301.00,3.00,1.00,1.00,1.00,1.00,$0,$20,2.00,0.00,0.00,,,0.00%,0.00%,0.00,0.00,0.00,33.00%,2.00,0.00,100.00%
0.00,87876.00,2.00,0.00,1.00,1.00,2.00,1.00,195.00,2.00,1.00,1.00,8.00,8.00,"$5,465","$23,872",10.00,0.00,0.00,2.00,2.00,23.00%,75.00%,0.00,0.00,0.00,67.00%,0.00,0.00,100.00%
0.00,87890.00,5.00,0.00,0.00,4.00,1.00,15.00,115.00,8.00,0.00,3.00,8.00,5.00,"$88,797","$99,886",16.00,1.00,0.00,3.00,5.00,89.00%,59.00%,0.00,0.00,2.00,29.00%,0.00,0.00,160.00%
0.00,87916.00,0.00,0.00,0.00,0.00,,0.00,63.00,3.00,1.00,2.00,7.00,12.00,"$4,620","$12,117",12.00,0.00,0.00,3.00,4.00,38.00%,65.00%,0.00,0.00,1.00,71.00%,0.00,0.00,58.00%
0.00,87963.00,0.00,0.00,0.00,4.00,1.00,3.00,283.00,6.00,0.00,2.00,2.00,13.00,"$44,185","$62,165",21.00,1.00,0.00,3.00,6.00,71.00%,73.00%,0.00,0.00,1.00,59.00%,0.00,0.00,15.00%
0.00,87971.00,1.00,0.00,0.00,1.00,4.00,2.00,181.00,12.00,0.00,2.00,3.00,3.00,"$12,912","$23,226",11.00,3.00,0.00,0.00,1.00,56.00%,18.00%,3.00,2.00,7.00,18.00%,2.00,4.00,100.00%
0.00,87982.00,3.00,3.00,0.00,7.00,0.00,17.00,110.00,3.00,1.00,3.00,7.00,8.00,"$21,153","$32,878",21.00,2.00,0.00,3.00,6.00,64.00%,54.00%,1.00,0.00,3.00,33.00%,1.00,0.00,88.00%
0.00,88025.00,2.00,1.00,0.00,1.00,1.00,4.00,14.00,9.00,0.00,1.00,3.00,1.00,,,3.00,0.00,0.00,,,,100.00%,0.00,0.00,0.00,33.00%,2.00,0.00,300.00%
0.00,88081.00,0.00,0.00,0.00,0.00,8.00,0.00,287.00,41.00,0.00,0.00,0.00,8.00,"$17,330","$27,106",8.00,0.00,0.00,3.00,3.00,64.00%,100.00%,0.00,0.00,0.00,100.00%,0.00,0.00,0.00%
0.00,88094.00,0.00,0.00,0.00,0.00,9.00,0.00,240.00,9.00,0.00,1.00,6.00,9.00,"$19,021","$30,615",17.00,0.00,0.00,3.00,3.00,62.00%,47.00%,3.00,0.00,2.00,47.00%,0.00,1.00,67.00%
0.00,88141.00,0.00,0.00,0.00,0.00,,0.00,220.00,24.00,0.00,0.00,1.00,10.00,"$15,845","$32,229",13.00,0.00,0.00,2.00,3.00,49.00%,64.00%,2.00,0.00,1.00,71.00%,0.00,1.00,10.00%
0.00,88151.00,0.00,0.00,0.00,2.00,1.00,1.00,113.00,6.00,0.00,1.00,1.00,5.00,"$6,718","$15,705",16.00,0.00,0.00,0.00,1.00,43.00%,38.00%,0.00,0.00,0.00,31.00%,0.00,0.00,20.00%
0.00,88228.00,1.00,0.00,1.00,5.00,1.00,1.00,405.00,10.00,0.00,1.00,5.00,15.00,"$68,926","$96,183",22.00,17.00,16.00,7.00,10.00,72.00%,37.00%,0.00,16.00,19.00,37.00%,16.00,16.00,33.00%
0.00,88268.00,1.00,0.00,0.00,3.00,0.00,3.00,126.00,3.00,1.00,5.00,10.00,4.00,"$18,837","$18,950",21.00,2.00,0.00,4.00,4.00,99.00%,48.00%,0.00,0.00,3.00,14.00%,1.00,0.00,250.00%
0.00,88323.00,0.00,0.00,0.00,1.00,1.00,0.00,289.00,7.00,0.00,2.00,6.00,12.00,"$37,053","$49,096",24.00,0.00,0.00,6.00,6.00,75.00%,63.00%,0.00,0.00,0.00,50.00%,0.00,0.00,50.00%
0.00,88338.00,1.00,1.00,0.00,1.00,1.00,1.00,252.00,13.00,0.00,0.00,1.00,3.00,"$5,926","$10,088",4.00,0.00,0.00,0.00,2.00,59.00%,75.00%,0.00,0.00,1.00,75.00%,0.00,0.00,33.00%
0.00,88343.00,0.00,0.00,0.00,2.00,0.00,5.00,136.00,2.00,1.00,1.00,5.00,11.00,"$3,489","$15,456",15.00,1.00,0.00,1.00,2.00,23.00%,44.00%,3.00,1.00,6.00,61.00%,1.00,3.00,45.00%
0.00,88352.00,0.00,0.00,0.00,1.00,1.00,1.00,144.00,5.00,0.00,1.00,6.00,8.00,"$38,702","$45,993",15.00,0.00,0.00,3.00,5.00,84.00%,63.00%,0.00,0.00,1.00,50.00%,0.00,0.00,75.00%
0.00,88408.00,6.00,5.00,0.00,3.00,1.00,5.00,54.00,13.00,0.00,0.00,1.00,4.00,$316,$906,2.00,5.00,1.00,1.00,1.00,35.00%,13.00%,2.00,3.00,6.00,50.00%,3.00,4.00,25.00%
0.00,88562.00,0.00,0.00,0.00,4.00,0.00,3.00,180.00,10.00,0.00,1.00,5.00,16.00,"$39,735","$80,124",24.00,1.00,1.00,3.00,3.00,50.00%,76.00%,0.00,1.00,1.00,64.00%,1.00,1.00,31.00%
0.00,88573.00,0.00,0.00,0.00,0.00,11.00,0.00,128.00,10.00,0.00,2.00,3.00,11.00,"$27,404","$33,122",20.00,1.00,1.00,6.00,7.00,83.00%,71.00%,0.00,1.00,1.00,52.00%,1.00,1.00,27.00%
0.00,88600.00,1.00,0.00,1.00,7.00,0.00,8.00,64.00,2.00,1.00,2.00,4.00,7.00,"$22,513","$31,119",8.00,2.00,2.00,4.00,4.00,72.00%,42.00%,2.00,2.00,3.00,58.00%,2.00,3.00,57.00%
0.00,88700.00,0.00,0.00,0.00,6.00,0.00,6.00,255.00,14.00,0.00,0.00,2.00,6.00,"$4,406","$8,592",19.00,0.00,0.00,3.00,3.00,51.00%,48.00%,1.00,0.00,4.00,29.00%,0.00,0.00,33.00%
0.00,88760.00,6.00,3.00,1.00,6.00,1.00,3.00,29.00,2.00,1.00,1.00,2.00,3.00,"$14,185","$18,317",2.00,1.00,1.00,2.00,3.00,77.00%,50.00%,0.00,1.00,1.00,75.00%,4.00,1.00,67.00%
0.00,88804.00,0.00,0.00,0.00,8.00,0.00,9.00,24.00,1.00,1.00,3.00,5.00,4.00,"$17,351","$19,691",3.00,1.00,1.00,1.00,1.00,88.00%,60.00%,0.00,1.00,1.00,80.00%,1.00,1.00,125.00%
0.00,88811.00,6.00,4.00,0.00,1.00,1.00,1.00,100.00,39.00,0.00,0.00,0.00,4.00,"$12,556","$22,417",7.00,1.00,1.00,1.00,2.00,56.00%,56.00%,0.00,1.00,2.00,44.00%,3.00,1.00,0.00%
0.00,88917.00,0.00,0.00,0.00,2.00,1.00,1.00,83.00,5.00,0.00,2.00,2.00,3.00,"$2,989","$3,040",4.00,0.00,0.00,2.00,2.00,98.00%,100.00%,0.00,0.00,0.00,75.00%,0.00,0.00,67.00%
0.00,88974.00,0.00,0.00,0.00,1.00,1.00,0.00,231.00,12.00,0.00,1.00,1.00,18.00,"$63,058","$67,320",23.00,0.00,0.00,14.00,15.00,94.00%,83.00%,0.00,0.00,0.00,78.00%,0.00,0.00,6.00%
0.00,89041.00,0.00,0.00,0.00,0.00,8.00,2.00,174.00,10.00,0.00,2.00,3.00,3.00,"$7,038","$10,054",3.00,1.00,1.00,1.00,2.00,70.00%,75.00%,0.00,1.00,1.00,75.00%,1.00,1.00,100.00%
0.00,89047.00,3.00,3.00,0.00,12.00,0.00,7.00,57.00,3.00,1.00,1.00,1.00,1.00,"$19,017","$19,017",1.00,2.00,0.00,1.00,1.00,100.00%,25.00%,0.00,0.00,2.00,25.00%,2.00,0.00,100.00%
0.00,89099.00,2.00,2.00,0.00,8.00,0.00,8.00,53.00,4.00,0.00,1.00,2.00,2.00,$761,"$3,763",2.00,0.00,0.00,1.00,1.00,20.00%,67.00%,0.00,0.00,0.00,67.00%,2.00,0.00,100.00%
0.00,89100.00,0.00,0.00,0.00,1.00,1.00,4.00,226.00,5.00,0.00,3.00,3.00,11.00,"$13,241","$28,560",14.00,0.00,0.00,2.00,2.00,46.00%,53.00%,3.00,0.00,1.00,73.00%,0.00,0.00,27.00%
0.00,89128.00,0.00,0.00,0.00,4.00,1.00,0.00,216.00,5.00,0.00,4.00,10.00,18.00,"$41,576","$82,071",29.00,0.00,0.00,3.00,8.00,51.00%,81.00%,0.00,0.00,0.00,58.00%,0.00,0.00,56.00%
0.00,89140.00,0.00,0.00,0.00,4.00,1.00,7.00,144.00,7.00,0.00,1.00,5.00,8.00,"$34,767","$43,989",19.00,1.00,0.00,4.00,7.00,79.00%,45.00%,2.00,1.00,4.00,40.00%,1.00,2.00,63.00%
0.00,89146.00,0.00,0.00,0.00,16.00,1.00,7.00,324.00,3.00,2.00,2.00,3.00,3.00,"$13,317","$16,107",2.00,0.00,0.00,2.00,2.00,83.00%,25.00%,0.00,0.00,0.00,75.00%,0.00,0.00,100.00%
0.00,89150.00,0.00,0.00,0.00,1.00,3.00,0.00,126.00,2.00,1.00,3.00,5.00,12.00,"$28,223","$45,794",17.00,1.00,0.00,4.00,5.00,62.00%,48.00%,0.00,0.00,1.00,52.00%,0.00,0.00,42.00%
0.00,89177.00,1.00,0.00,0.00,3.00,3.00,2.00,295.00,21.00,0.00,0.00,1.00,6.00,"$2,737","$8,769",9.00,3.00,1.00,0.00,2.00,31.00%,31.00%,1.00,3.00,6.00,46.00%,3.00,3.00,17.00%
0.00,89302.00,8.00,5.00,1.00,2.00,1.00,1.00,126.00,64.00,0.00,0.00,0.00,4.00,"$2,938","$2,697",5.00,12.00,3.00,2.00,2.00,109.00%,6.00%,0.00,3.00,12.00,24.00%,5.00,3.00,0.00%
0.00,89323.00,5.00,1.00,0.00,2.00,1.00,2.00,95.00,3.00,1.00,4.00,4.00,7.00,"$26,975","$35,883",5.00,5.00,4.00,2.00,4.00,75.00%,36.00%,0.00,5.00,6.00,64.00%,7.00,5.00,57.00%
0.00,89325.00,0.00,0.00,0.00,9.00,1.00,13.00,223.00,9.00,0.00,2.00,8.00,26.00,"$1,13,379","$1,43,941",43.00,0.00,0.00,5.00,5.00,79.00%,78.00%,1.00,0.00,0.00,53.00%,0.00,0.00,31.00%
0.00,89330.00,0.00,0.00,0.00,2.00,0.00,4.00,199.00,14.00,0.00,0.00,2.00,10.00,"$9,398","$15,610",23.00,3.00,2.00,2.00,3.00,60.00%,32.00%,2.00,3.00,13.00,36.00%,3.00,4.00,20.00%
0.00,89426.00,2.00,0.00,1.00,3.00,3.00,1.00,120.00,5.00,0.00,3.00,3.00,4.00,"$2,236","$3,482",3.00,2.00,1.00,2.00,2.00,64.00%,60.00%,0.00,1.00,2.00,80.00%,1.00,1.00,75.00%
0.00,89505.00,1.00,1.00,0.00,2.00,2.00,6.00,90.00,4.00,0.00,2.00,6.00,6.00,"$8,500","$12,900",24.00,2.00,0.00,3.00,4.00,66.00%,37.00%,0.00,0.00,2.00,22.00%,0.00,0.00,100.00%
0.00,89534.00,0.00,0.00,0.00,2.00,1.00,1.00,162.00,11.00,0.00,2.00,4.00,12.00,"$9,765","$12,121",13.00,3.00,1.00,6.00,8.00,81.00%,65.00%,0.00,1.00,5.00,71.00%,1.00,1.00,33.00%
0.00,89616.00,0.00,0.00,0.00,0.00,15.00,0.00,148.00,15.00,0.00,0.00,5.00,7.00,$163,"$10,843",11.00,0.00,0.00,0.00,0.00,2.00%,60.00%,0.00,0.00,0.00,47.00%,0.00,0.00,71.00%
0.00,89781.00,0.00,0.00,0.00,1.00,1.00,1.00,126.00,25.00,0.00,0.00,0.00,7.00,"$13,722","$22,702",10.00,0.00,0.00,2.00,2.00,60.00%,73.00%,0.00,0.00,0.00,64.00%,0.00,0.00,0.00%
0.00,89832.00,6.00,0.00,0.00,3.00,0.00,5.00,417.00,13.00,0.00,0.00,1.00,4.00,"$2,085","$5,979",7.00,1.00,0.00,1.00,1.00,35.00%,18.00%,3.00,1.00,2.00,36.00%,1.00,1.00,25.00%
0.00,89977.00,0.00,0.00,0.00,0.00,10.00,0.00,301.00,10.00,0.00,2.00,2.00,7.00,"$31,236","$38,993",11.00,0.00,0.00,3.00,4.00,80.00%,67.00%,0.00,0.00,0.00,58.00%,0.00,0.00,29.00%
0.00,90055.00,0.00,0.00,0.00,1.00,0.00,1.00,79.00,4.00,0.00,1.00,4.00,6.00,"$49,129","$60,614",9.00,0.00,0.00,3.00,4.00,81.00%,80.00%,0.00,0.00,0.00,60.00%,0.00,0.00,67.00%
0.00,90083.00,1.00,1.00,0.00,7.00,0.00,6.00,406.00,2.00,1.00,3.00,3.00,5.00,"$4,275","$22,069",10.00,0.00,0.00,1.00,1.00,19.00%,64.00%,0.00,0.00,0.00,45.00%,0.00,0.00,60.00%
0.00,90148.00,5.00,3.00,1.00,12.00,0.00,15.00,73.00,4.00,0.00,4.00,6.00,9.00,"$23,283","$27,275",11.00,1.00,0.00,6.00,6.00,85.00%,40.00%,0.00,1.00,5.00,45.00%,3.00,1.00,67.00%
0.00,90158.00,5.00,3.00,1.00,2.00,1.00,2.00,157.00,3.00,1.00,2.00,3.00,4.00,"$8,534","$9,817",5.00,4.00,3.00,2.00,2.00,87.00%,30.00%,1.00,3.00,6.00,40.00%,6.00,3.00,75.00%
0.00,90172.00,1.00,0.00,0.00,1.00,0.00,0.00,197.00,23.00,0.00,0.00,1.00,6.00,"$3,101","$9,283",10.00,1.00,0.00,1.00,1.00,33.00%,46.00%,0.00,0.00,5.00,46.00%,0.00,0.00,17.00%
0.00,90249.00,0.00,0.00,0.00,1.00,1.00,1.00,104.00,1.00,1.00,6.00,8.00,11.00,"$9,213","$31,921",20.00,0.00,0.00,2.00,2.00,29.00%,64.00%,0.00,0.00,0.00,50.00%,0.00,0.00,73.00%
0.00,90351.00,0.00,0.00,0.00,1.00,4.00,0.00,299.00,63.00,0.00,0.00,0.00,3.00,$0,$0,9.00,1.00,0.00,0.00,0.00,0.00%,25.00%,1.00,0.00,5.00,25.00%,0.00,0.00,0.00%
0.00,90397.00,0.00,0.00,0.00,2.00,1.00,1.00,197.00,1.00,1.00,1.00,2.00,26.00,"$22,309","$83,808",35.00,0.00,0.00,2.00,5.00,27.00%,72.00%,0.00,0.00,0.00,67.00%,0.00,0.00,8.00%
0.00,90414.00,0.00,0.00,0.00,7.00,1.00,6.00,213.00,5.00,0.00,2.00,6.00,19.00,"$50,800","$90,856",38.00,0.00,0.00,5.00,7.00,56.00%,63.00%,0.00,1.00,1.00,48.00%,1.00,1.00,32.00%
0.00,90525.00,0.00,0.00,0.00,3.00,1.00,3.00,185.00,5.00,0.00,5.00,8.00,12.00,"$27,146","$38,887",22.00,1.00,1.00,4.00,4.00,70.00%,59.00%,3.00,1.00,2.00,44.00%,1.00,2.00,67.00%
0.00,90553.00,2.00,2.00,0.00,2.00,1.00,2.00,149.00,10.00,0.00,2.00,3.00,4.00,"$18,299","$21,179",5.00,0.00,0.00,1.00,2.00,86.00%,60.00%,2.00,0.00,1.00,80.00%,1.00,1.00,75.00%
